R.U.T.,Entidad,Vigencia,URL Ficha,rut,nombre_razon_social,nombre_fantasia,vigencia,tipo_persona,numero_inscripcion,tipo_doc_nombramiento,nro_doc_nombramiento,fecha_doc_nombramiento,telefono,domicilio,comuna,ciudad,region,casilla,url_ficha
77273010-1,SOCIEDAD DE SERVICIOS Y CORRETAJE DE SEGUROS EXPERTA LIMITAD,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77273010&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFuAAB&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77273010&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFuAAB&control=svs&pestania=1
77273010-1,SOCIEDAD DE SERVICIOS Y CORRETAJE DE SEGUROS EXPERTA LIMITAD,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77273010&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGvAAY&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77273010&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGvAAY&control=svs&pestania=1
84303400-4,SOCIEDAD DE VENTA DE INTANGIBLES LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=84303400&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFmAAU&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=84303400&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFmAAU&control=svs&pestania=1
84551500-K,SOCIEDAD EXAKTA PRODUCTORA DE SEGUROS LTDA.,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=84551500&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFmAAg&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=84551500&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFmAAg&control=svs&pestania=1
82961100-7,SOCIEDAD HAROLD FOURT Y CIA. LTDA.,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=82961100&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFtAAE&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=82961100&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFtAAE&control=svs&pestania=1
76288212-4,SOCIEDAD INMOBILIARIA E INVERSIONES DEL ALBA LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76288212&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAWPKAAG&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76288212&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAWPKAAG&control=svs&pestania=1
79519240-9,SOCIEDAD INTERMEDIADORA DE SEGUROS NEPTUNO LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=79519240&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFDAAu&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=79519240&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFDAAu&control=svs&pestania=1
84725000-3,SOCIEDAD JORGE VAN DE WYNGARD Y COMPAÑIA LIMITADA PRODUCTORA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=84725000&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFmAAi&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=84725000&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFmAAi&control=svs&pestania=1
84907600-0,SOCIEDAD PATRICIA VALENZUELA Y COMPAÑIA PRODUCTORA DE SEGURO,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=84907600&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAF2AAW&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=84907600&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAF2AAW&control=svs&pestania=1
89328100-2,SOCIEDAD PRO-AYUDA AL DESVALIDO CORREDORA DE SEGUROS LIMITAD,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=89328100&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFrAAW&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=89328100&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFrAAW&control=svs&pestania=1
86021100-9,SOCIEDAD PRODUCTORA DE PREVISION Y SEGUROS LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=86021100&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAHGAAm&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=86021100&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAHGAAm&control=svs&pestania=1
86021100-9,SOCIEDAD PRODUCTORA DE PREVISION Y SEGUROS LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=86021100&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFFAAT&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=86021100&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFFAAT&control=svs&pestania=1
79928960-1,SOCIEDAD PRODUCTORA DE SEGUROS A.S.E.S. LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=79928960&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFoAAY&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=79928960&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFoAAY&control=svs&pestania=1
86280000-1,SOCIEDAD PRODUCTORA DE SEGUROS ACRON LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=86280000&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGcAAb&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=86280000&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGcAAb&control=svs&pestania=1
86303400-0,SOCIEDAD PRODUCTORA DE SEGUROS AGUSTIN IZQUIERDO Y COMPAÑIA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=86303400&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGcAAd&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=86303400&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGcAAd&control=svs&pestania=1
79764120-0,SOCIEDAD PRODUCTORA DE SEGUROS ALSA LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=79764120&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFnAAT&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=79764120&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFnAAT&control=svs&pestania=1
85701900-8,SOCIEDAD PRODUCTORA DE SEGUROS ARTURO SCHRODER LTDA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=85701900&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFKAAW&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=85701900&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFKAAW&control=svs&pestania=1
84448700-2,SOCIEDAD PRODUCTORA DE SEGUROS ATLANTICA LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=84448700&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFmAAd&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=84448700&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFmAAd&control=svs&pestania=1
78230610-3,SOCIEDAD PRODUCTORA DE SEGUROS BARCAZA Y COMPAÑIA LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=78230610&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGEAAZ&control=svs&pestania=1,78230610-3,SOCIEDAD PRODUCTORA DE SEGUROS BARCAZA Y COMPAÑIA LIMITADA,BASEBAU SEGUROS LIMITADA,Corredor No Previs. Elim. No envio de Poliza,Persona Jurídica,4537,Resolución,221,1992-10-05,,CARLOS CARIOLA 4016,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=78230610&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGEAAZ&control=svs&pestania=1
88542900-9,SOCIEDAD PRODUCTORA DE SEGUROS BIZE Y DEL CAMPO LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=88542900&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGiAAi&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=88542900&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGiAAi&control=svs&pestania=1
78030410-3,SOCIEDAD PRODUCTORA DE SEGUROS CABO DE HORNOS LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=78030410&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFzAAT&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=78030410&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFzAAT&control=svs&pestania=1
85421500-0,"SOCIEDAD PRODUCTORA DE SEGUROS CANGAS, PARADA Y COMPAÑIA LIM",NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=85421500&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAF2AAf&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=85421500&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAF2AAf&control=svs&pestania=1
88481200-3,SOCIEDAD PRODUCTORA DE SEGUROS COASEGUR LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=88481200&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGiAAa&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=88481200&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGiAAa&control=svs&pestania=1
78931630-9,SOCIEDAD PRODUCTORA DE SEGUROS DEL SUR LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=78931630&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFjAAG&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=78931630&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFjAAG&control=svs&pestania=1
79796120-5,SOCIEDAD PRODUCTORA DE SEGUROS EXEQUIEL FERNANDEZ LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=79796120&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFrAAB&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=79796120&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFrAAB&control=svs&pestania=1
87945400-K,SOCIEDAD PRODUCTORA DE SEGUROS FRANCISCO FERNANDO GONZALEZ E,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=87945400&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGiAAI&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=87945400&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGiAAI&control=svs&pestania=1
86531100-1,SOCIEDAD PRODUCTORA DE SEGUROS FUENZALIDA Y COMPAÑIA LIMITAD,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=86531100&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGcAAk&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=86531100&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGcAAk&control=svs&pestania=1
78226070-7,SOCIEDAD PRODUCTORA DE SEGUROS HERRADA Y GALLARDO LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=78226070&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGEAAX&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=78226070&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGEAAX&control=svs&pestania=1
79713580-1,SOCIEDAD PRODUCTORA DE SEGUROS INTER PRIMA LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=79713580&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGgAAG&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=79713580&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGgAAG&control=svs&pestania=1
83770500-2,SOCIEDAD PRODUCTORA DE SEGUROS L. ROSAS Y COMPAÑIA LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=83770500&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAF6AAE&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=83770500&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAF6AAE&control=svs&pestania=1
78075850-3,SOCIEDAD PRODUCTORA DE SEGUROS LANGDON Y PICASSO LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=78075850&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFwAAS&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=78075850&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFwAAS&control=svs&pestania=1
78075850-3,SOCIEDAD PRODUCTORA DE SEGUROS LANGDON Y PICASSO LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=78075850&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAH6AAX&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=78075850&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAH6AAX&control=svs&pestania=1
86471800-0,SOCIEDAD PRODUCTORA DE SEGUROS LARRAIN Y COMPAÑIA LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=86471800&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGcAAi&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=86471800&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGcAAi&control=svs&pestania=1
78160880-7,SOCIEDAD PRODUCTORA DE SEGUROS LAS CAÑITAS LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=78160880&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFxAAi&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=78160880&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFxAAi&control=svs&pestania=1
84738800-5,SOCIEDAD PRODUCTORA DE SEGUROS LOS ALPES LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=84738800&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFuAAD&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=84738800&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFuAAD&control=svs&pestania=1
89204400-7,SOCIEDAD PRODUCTORA DE SEGUROS LOS ROBLES LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=89204400&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFrAAR&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=89204400&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFrAAR&control=svs&pestania=1
79754710-7,SOCIEDAD PRODUCTORA DE SEGUROS M Y B LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=79754710&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFnAAR&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=79754710&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFnAAR&control=svs&pestania=1
79635380-5,SOCIEDAD PRODUCTORA DE SEGUROS MACOL LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=79635380&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFVAAm&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=79635380&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFVAAm&control=svs&pestania=1
84494000-9,SOCIEDAD PRODUCTORA DE SEGUROS OLIMPIA LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=84494000&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFmAAe&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=84494000&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFmAAe&control=svs&pestania=1
88483100-8,SOCIEDAD PRODUCTORA DE SEGUROS OLLAGUE LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=88483100&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGiAAb&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=88483100&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGiAAb&control=svs&pestania=1
78272800-8,SOCIEDAD PRODUCTORA DE SEGUROS SAINT GERMAIN LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=78272800&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFzAAC&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=78272800&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFzAAC&control=svs&pestania=1
79870910-0,SOCIEDAD PRODUCTORA DE SEGUROS SAVONA LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=79870910&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFoAAI&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=79870910&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFoAAI&control=svs&pestania=1
88131000-7,SOCIEDAD PRODUCTORA DE SEGUROS SERGIO MARIN IBAÑEZ E HIJO LI,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=88131000&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGiAAM&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=88131000&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGiAAM&control=svs&pestania=1
85219700-5,SOCIEDAD PRODUCTORA DE SEGUROS SUDAMERICANA LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=85219700&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAF2AAd&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=85219700&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAF2AAd&control=svs&pestania=1
86539400-4,SOCIEDAD PRODUCTORA DE SEGUROS TAHITI LTDA.,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=86539400&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGdAAB&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=86539400&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGdAAB&control=svs&pestania=1
84543600-2,SOCIEDAD PRODUCTORA DE SEGUROS TEATINOS LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=84543600&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFmAAf&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=84543600&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFmAAf&control=svs&pestania=1
78408010-2,SOCIEDAD PRODUCTORA DE SEGUROS TOLHUACA LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=78408010&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFSAAc&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=78408010&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFSAAc&control=svs&pestania=1
86606500-4,SOCIEDAD PRODUCTORA DE SEGUROS VIAL E HIJA LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=86606500&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGdAAD&control=svs&pestania=1,86606500-4,SOCIEDAD PRODUCTORA DE SEGUROS VIAL E HIJA LIMITADA,VIAL E HIJO LTDA.,Corredor No Previs. Elim. No envio de Poliza,Persona Jurídica,782,Circular,150,1982-04-05,,"GERMAN RIESCO 361, OFICINA 307",,RANCAGUA,,403,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=86606500&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGdAAD&control=svs&pestania=1
78103060-0,SOCIEDAD PRODUCTORA DE SEGUROS Y RENTAS VITALICIAS LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=78103060&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFwAAd&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=78103060&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFwAAd&control=svs&pestania=1
88120300-6,SOCIEDAD PRODUCTORA DEL NORTE LTDA.,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=88120300&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGiAAL&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=88120300&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGiAAL&control=svs&pestania=1
